2019 Lexus GX 460 Base,"62,156 mi.","$36,550",Good
2019 Lexus GX 460 Base,"29,050 mi.","$37,998",Fair
2019 Lexus GX 460 Base,"46,472 mi.","$35,745",Good
2019 Lexus GX 460 Luxury,"48,800 mi.","$39,950",Good
2019 Lexus GX 460 Base,"35,827 mi.","$39,989",Good
2019 Lexus GX 460 Premium,"69,711 mi.","$35,900",Good
2019 Lexus GX 460 Base,"26,840 mi.","$40,990",Good
2019 Lexus GX 460 460,"68,989 mi.","$33,999",None
2019 Lexus GX 460 Luxury,"61,113 mi.","$39,991",Good
2019 Lexus GX 460 Base,"67,783 mi.","$34,595",Great
2019 Lexus GX 460 Premium,"30,000 mi.","$43,995",Good
2019 Lexus GX 460 Base,"58,862 mi.","$33,995",Good
2019 Lexus GX 460 Base,"42,938 mi.","$33,499",Good
2019 Lexus GX 460 Base,"80,779 mi.","$34,995",Good
2019 Lexus GX 460 Luxury,"41,084 mi.","$40,977",Good
2019 Lexus GX 460 Luxury,"62,386 mi.","$36,958",Great
2019 Lexus GX 460 Luxury,"112,396 mi.","$28,968",Good
2019 Lexus GX 460 Base,"86,913 mi.","$33,900",Fair
2019 Lexus GX 460 Base,"82,186 mi.","$34,291",Good
2019 Lexus GX 460 Base,"65,433 mi.","$32,997",Good
2019 Lexus GX 460 Base,"59,132 mi.","$45,000",Fair
2019 Lexus GX 460 Base,"105,626 mi.","$28,786",Good
2019 Lexus GX 460 Premium,"80,562 mi.","$27,999",Good
2019 Lexus GX 460 Base,"54,019 mi.","$35,284",Good
2019 Lexus GX 460 Base,"92,797 mi.","$29,874",Good
2019 Lexus GX 460 Base,"59,887 mi.","$34,088",Good
2019 Lexus GX 460 Luxury,"55,076 mi.","$38,695",Good
2019 Lexus GX 460 Base,"34,782 mi.","$37,153",Good
2019 Lexus GX 460 Base,"45,058 mi.","$34,800",Good
2019 Lexus GX 460 Luxury,"91,698 mi.","$31,547",Good
